duplicate_group_id,normalized_question_key,group_size,canonical_question_id,canonical_question_preview,concept_key_suggested,suggestion_reason,suggestion_confidence,review_status,reviewer_notes
exact_4cb42ef8b364,"qu'est-ce qu'un ""cookie"" sur internet ?",2,5e0d645d-fef1-4728-8f9a-5b609ed167d0,"Qu'est-ce qu'un ""cookie"" sur Internet ?",cookie,quoted_root_from_canonical_question,high,pending,
exact_4ddca2db0f33,"“boss”, dans un jeu, c’est…",2,4f513adf-0c13-4dcd-8d63-0cdef1f79717,"“Boss”, dans un jeu, c’est…",boss,quoted_root_from_canonical_question,high,pending,
exact_4f9085529741,"“un drop”, c’est…",2,b397a5a6-2903-4357-ba96-fab096d81f4f,"“Un drop”, c’est…",un_drop,quoted_root_from_canonical_question,high,pending,
exact_50cf6362b135,"“scroll”, ça veut dire…",2,9e87cf94-fc89-44df-8c3f-649719e6b8e8,"“Scroll”, ça veut dire…",scroll,quoted_root_from_canonical_question,high,pending,
exact_50f788fc1b89,"“un buff”, c’est…",2,ddca15ca-84ad-4c78-b95e-4ce1ea2df777,"“Un buff”, c’est…",un_buff,quoted_root_from_canonical_question,high,pending,
exact_54e2c8f742a9,"“un hack”, c’est…",2,ecd90772-00dd-40e7-9b8c-986e1b6c4e20,"“Un hack”, c’est…",un_hack,quoted_root_from_canonical_question,high,pending,
exact_550b94d9250c,quelle est la particularité de l'application bereal ?,2,d7b928c2-6a95-4a2f-92bf-45a2a1423fc9,Quelle est la particularité de l'application BeReal ?,quelle_est_la_particularite_de_lapplication_bereal,normalized_duplicate_group_key,medium,pending,
exact_5533e95139e6,"“un roast”, c’est…",2,73c8fd62-9caf-4433-ba00-6afdc4488ddf,"“Un roast”, c’est…",un_roast,quoted_root_from_canonical_question,high,pending,
exact_5858e3b1083f,"que veut dire ""boomer"" ?",2,a41a1dcf-a74d-4744-b8c2-e336c1a4b8c5,"Que veut dire ""boomer"" ?",boomer,quoted_root_from_canonical_question,high,pending,
exact_590b2c2a611d,"“un repost”, c’est…",2,b9d37bd6-9452-4c85-9ee2-6ace3d533459,"“Un repost”, c’est…",un_repost,quoted_root_from_canonical_question,high,pending,
exact_594362c5c9ec,"“un spoiler”, c’est…",2,9de4d106-b8e2-4636-9630-e377c23e7188,"“Un spoiler”, c’est…",un_spoiler,quoted_root_from_canonical_question,high,pending,
exact_5e456b2a0148,"“friendzone”, ça veut dire…",2,703d600c-7663-4bd7-b2c7-45da6493b944,"“Friendzone”, ça veut dire…",friendzone,quoted_root_from_canonical_question,high,pending,
exact_5fdbc04cc5ac,"“farm”, dans un jeu, ça veut dire…",2,92568fda-0db5-4004-b28b-f6a3ad6ab289,"“Farm”, dans un jeu, ça veut dire…",farm,quoted_root_from_canonical_question,high,pending,
exact_609b77f79bd6,"“streamer”, ça veut dire…",2,2875c8fa-5b64-4e31-bbb2-0b1f90b38541,"“Streamer”, ça veut dire…",streamer,quoted_root_from_canonical_question,high,pending,
exact_6480a466637e,"“goat”, ça veut dire…",2,6c580b7e-6d3f-49ca-8641-bf976b15c35b,"“GOAT”, ça veut dire…",goat,quoted_root_from_canonical_question,high,pending,
exact_64dde11fce7c,"“un fake account”, c’est…",2,f9fb026e-7900-4a9e-a911-a2c6f251ed13,"“Un fake account”, c’est…",un_fake_account,quoted_root_from_canonical_question,high,pending,
exact_65d38c8e37d1,"“gg”, ça veut dire…",2,bf7c391b-3a97-43a5-8ddc-285eafc9f59a,"“GG”, ça veut dire…",gg,quoted_root_from_canonical_question,high,pending,
exact_69c9073f95a1,"“un hit”, c’est…",2,f6ba8854-9273-4554-a5ee-5b845a8fb636,"“Un hit”, c’est…",un_hit,quoted_root_from_canonical_question,high,pending,
exact_6a36c684caa1,"“ship deux personnes”, ça veut dire…",2,e9ad9253-d1e4-43e0-8e94-0a214c0cc7b7,"“Ship deux personnes”, ça veut dire…",ship_deux_personnes,quoted_root_from_canonical_question,high,pending,
exact_6a57a2cb162a,"que veut dire ""télécharger"" ?",2,f428ef84-0c07-4ebb-bdbc-294e7f85beb2,"Que veut dire ""télécharger"" ?",telecharger,quoted_root_from_canonical_question,high,pending,
exact_6b4d3bd320f7,"“cap”, ça veut dire…",2,c25bcd9b-b4b0-4af4-a86b-a0f2c2c2421a,"“Cap”, ça veut dire…",cap,quoted_root_from_canonical_question,high,pending,
exact_77d5922ea3d8,"“unfollow + follow”, c’est souvent pour…",2,b3b6d229-6375-47f1-8c65-2d1eb2bda46d,"“Unfollow + follow”, c’est souvent pour…",unfollow_follow,quoted_root_from_canonical_question,high,pending,
exact_77e1f1265963,"“un bot”, c’est…",2,111d65a5-56fe-4bc5-8f98-6d3736b97101,"“Un bot”, c’est…",un_bot,quoted_root_from_canonical_question,high,pending,
exact_7a142e4ee8b1,"“double text”, ça veut dire…",2,d2ba9a5c-f680-4c3b-a425-7fa201a700d8,"“Double text”, ça veut dire…",double_text,quoted_root_from_canonical_question,high,pending,
exact_7a3a50a9cdcc,"“un leak”, c’est…",2,9c656228-2cbf-44ca-8c9a-d1db3dc565cd,"“Un leak”, c’est…",un_leak,quoted_root_from_canonical_question,high,pending,
exact_7b33e41ffb2e,"que sont les ""stories"" sur instagram ?",2,4f317c9e-5bcc-4f45-b7a4-4069aef0b52a,"Que sont les ""Stories"" sur Instagram ?",stories,quoted_root_from_canonical_question,high,pending,
exact_7c06f48c74b0,"“une fake news”, c’est…",2,6d1156b8-d1bd-4686-bca3-f31146be6362,"“Une fake news”, c’est…",une_fake_news,quoted_root_from_canonical_question,high,pending,
exact_7c71706bcc02,"“lag”, dans un jeu, c’est…",2,5f041b78-6e40-4b78-a6f9-884714efa43b,"“Lag”, dans un jeu, c’est…",lag,quoted_root_from_canonical_question,high,pending,
exact_7f0348e2ce11,"“love bombing”, ça veut dire…",2,f319ce64-54ae-4983-8bb0-34785df164e2,"“Love bombing”, ça veut dire…",love_bombing,quoted_root_from_canonical_question,high,pending,
exact_8194a2b5fa25,"“un filtre”, c’est…",2,b6804354-ce3f-4b08-a586-217f1cd7e738,"“Un filtre”, c’est…",un_filtre,quoted_root_from_canonical_question,high,pending,
exact_8a952e878e9c,qui est squeezie ?,2,bebd4379-0ce3-482a-9660-e6272c75a2f2,Qui est Squeezie ?,qui_est_squeezie,normalized_duplicate_group_key,medium,pending,
exact_8afb652788bf,"“un contenu viral court”, c’est souvent…",2,aa2b5201-e6bc-4fb8-b80b-682fd841e89b,"“Un contenu viral court”, c’est souvent…",un_contenu_viral_court,quoted_root_from_canonical_question,high,pending,
exact_8bc8978614f8,"“breadcrumbing”, ça veut dire…",2,c4b9f3fd-cbff-44a8-8221-e7a7c77a332a,"“Breadcrumbing”, ça veut dire…",breadcrumbing,quoted_root_from_canonical_question,high,pending,
exact_8bf674d2a9c3,"que veut dire ""ghoster"" quelqu'un ?",2,75833066-0897-4dc4-a106-f7efb3d82ce2,"Que veut dire ""ghoster"" quelqu'un ?",ghoster,quoted_root_from_canonical_question,high,pending,
exact_8e847d1df024,"“ratio”, sur les réseaux, ça veut dire…",2,addb39c7-cf2f-48a2-ba8a-d5fb496de474,"“Ratio”, sur les réseaux, ça veut dire…",ratio,quoted_root_from_canonical_question,high,pending,
exact_8ff77cfb02d2,"“un noob”, c’est…",2,de5404b0-5c39-4b01-9d77-b40885b6932f,"“Un noob”, c’est…",un_noob,quoted_root_from_canonical_question,high,pending,
exact_933ad71b7e53,"“crush”, ça veut dire…",2,c3aaaab2-4e74-4752-a554-7aa4a475baa8,"“Crush”, ça veut dire…",crush,quoted_root_from_canonical_question,high,pending,
exact_95b14f16a039,"“loot”, ça veut dire…",2,05b908c4-c672-453b-a358-ac6e2b79f31a,"“Loot”, ça veut dire…",loot,quoted_root_from_canonical_question,high,pending,
exact_966eba025853,"“based”, ça veut dire…",2,d4cb8888-26c4-42e5-8643-2ce1958a2ecc,"“Based”, ça veut dire…",based,quoted_root_from_canonical_question,high,pending,
exact_9767b19dfbe5,"“tryhard”, ça veut dire…",2,1ca61163-daeb-4c32-a6d5-1947fa40417b,"“Tryhard”, ça veut dire…",tryhard,quoted_root_from_canonical_question,high,pending,
exact_9faf6839418b,"“npc”, ça veut dire…",2,b613bac2-1269-47ba-861c-b0f8529d7b8b,"“NPC”, ça veut dire…",npc,quoted_root_from_canonical_question,high,pending,
exact_a0688bc37fd1,"qu'est-ce qu'un ""podcast"" ?",2,c0bfa766-99e1-43da-aa5e-e095795f84cd,"Qu'est-ce qu'un ""podcast"" ?",podcast,quoted_root_from_canonical_question,high,pending,
exact_a06d4b5d153f,"“trend”, ça veut dire…",2,7ec5ca6a-bc56-4d3e-bc6c-6bedd59d97e7,"“Trend”, ça veut dire…",trend,quoted_root_from_canonical_question,high,pending,
exact_a383407656c0,"“follow quelqu’un”, ça veut dire…",2,9049deb7-96ac-4917-a4d4-d3173b5cb0d1,"“Follow quelqu’un”, ça veut dire…",follow_quelquun,quoted_root_from_canonical_question,high,pending,
exact_a44edcdfde68,"“un feat”, c’est…",2,c4845877-19f6-414e-88a6-cad9ca178a1b,"“Un feat”, c’est…",un_feat,quoted_root_from_canonical_question,high,pending,
exact_a4766c021d42,"“c’est carré”, ça veut dire…",2,8160d5c3-772b-4b83-a414-b45598a5ccde,"“C’est carré”, ça veut dire…",cest_carre,quoted_root_from_canonical_question,high,pending,
exact_a57677955b11,"“matrixé”, ça veut dire…",2,969ac45d-0d1c-4b98-81c4-b6e609dc84f7,"“Matrixé”, ça veut dire…",matrixe,quoted_root_from_canonical_question,high,pending,
exact_a5a52a81bffa,"“c’est clean”, ça veut dire…",2,fda6745e-cbb9-438d-80d6-5bcf9a3fcf86,"“C’est clean”, ça veut dire…",cest_clean,quoted_root_from_canonical_question,high,pending,
exact_a740421aaebc,"“clickbait”, ça veut dire…",2,7217cc30-ad93-4628-9caf-68cc68d85265,"“Clickbait”, ça veut dire…",clickbait,quoted_root_from_canonical_question,high,pending,
exact_a85fb933a037,"“un live”, c’est…",2,cbc8381f-d9dd-4378-854b-95cf99cc01fc,"“Un live”, c’est…",un_live,quoted_root_from_canonical_question,high,pending,
exact_ab24ae42914b,"“un troll”, c’est…",2,aa8680ec-5be3-43ab-8bcb-c857d832859f,"“Un troll”, c’est…",un_troll,quoted_root_from_canonical_question,high,pending,
exact_ad4289f71752,"quand quelqu’un écrit “dead”, ça veut dire…",2,7acb5233-6a7f-4d44-88a8-1c1f15927477,"Quand quelqu’un écrit “dead”, ça veut dire…",dead,quoted_root_from_canonical_question,high,pending,
exact_ad5a1c2e5788,"“unfollow quelqu’un”, ça veut dire…",2,617c4e6e-3494-4233-9793-4fce262a707a,"“Unfollow quelqu’un”, ça veut dire…",unfollow_quelquun,quoted_root_from_canonical_question,high,pending,
exact_ae1eb075aa7f,"“no cap”, ça veut dire…",2,a25fea63-8997-4783-a3eb-5a854594bc4c,"“No cap”, ça veut dire…",no_cap,quoted_root_from_canonical_question,high,pending,
exact_af5b97ba9027,"“red flag”, en dating, c’est…",2,b0032b43-ad1b-41d7-82ea-b0857cf00907,"“Red flag”, en dating, c’est…",red_flag,quoted_root_from_canonical_question,high,pending,
exact_af8a86a84724,"“dm quelqu’un”, ça veut dire…",2,ac8b2d3d-00f1-4a0f-81a9-bab36efb4132,"“DM quelqu’un”, ça veut dire…",dm_quelquun,quoted_root_from_canonical_question,high,pending,
exact_afe7dd4fef60,"“un post viral”, c’est…",2,c69b3b4b-099e-4d9d-82b4-ea197773cca0,"“Un post viral”, c’est…",un_post_viral,quoted_root_from_canonical_question,high,pending,
exact_b12e18e857b2,"“rage quit”, ça veut dire…",2,01352b8b-2595-4620-bbfc-a43b61263084,"“Rage quit”, ça veut dire…",rage_quit,quoted_root_from_canonical_question,high,pending,
exact_b2d330c0306d,"“level up”, ça veut dire…",2,0db5c36f-1ada-44d7-b950-de6a6fb8167c,"“Level up”, ça veut dire…",level_up,quoted_root_from_canonical_question,high,pending,
exact_b308d1cfe8c7,"que veut dire ""tagger"" quelqu'un ?",2,98189bfa-180e-4ccc-8111-f12cad2024eb,"Que veut dire ""tagger"" quelqu'un ?",tagger,quoted_root_from_canonical_question,high,pending,
exact_b455f4f09118,"“un meme viral”, c’est…",2,6eee381c-486f-47fb-a909-d580f6c933cf,"“Un meme viral”, c’est…",un_meme_viral,quoted_root_from_canonical_question,high,pending,
exact_b550d7959545,"“respawn”, ça veut dire…",2,ebc9e417-d7fb-49f7-87ae-b2e8dae80151,"“Respawn”, ça veut dire…",respawn,quoted_root_from_canonical_question,high,pending,
exact_b5907ead58f9,"que veut dire ""mdr"" ?",2,cdb5cfef-8f7e-437b-9862-c98cb4f1f625,"Que veut dire ""mdr"" ?",mdr,quoted_root_from_canonical_question,high,pending,
exact_b5acad5fff99,"“high-key”, ça veut dire…",2,7ad3a9b0-e237-43b2-91b2-ab6c7ab904f6,"“High-key”, ça veut dire…",high_key,quoted_root_from_canonical_question,high,pending,
exact_b5b90c8dc8b0,"“shadowban”, ça veut dire…",2,40b84ad1-9a64-499f-8d23-10d57607873a,"“Shadowban”, ça veut dire…",shadowban,quoted_root_from_canonical_question,high,pending,
exact_b7dfd2d39a96,"“slay”, ça veut dire…",2,27eb5f80-3659-4f3a-9b61-ec741058fd12,"“Slay”, ça veut dire…",slay,quoted_root_from_canonical_question,high,pending,
exact_b9cf80248cf3,"“un algo”, c’est…",2,b17adfbc-3a0d-4a11-b4b0-dfbaeb45fd6e,"“Un algo”, c’est…",un_algo,quoted_root_from_canonical_question,high,pending,
exact_ba9daae49850,"“un commentaire épinglé”, c’est…",2,768d1158-0bcf-4861-b8c0-1e9426e7961a,"“Un commentaire épinglé”, c’est…",un_commentaire_epingle,quoted_root_from_canonical_question,high,pending,
exact_bb8c114b4546,"“drama”, ça veut dire…",2,79639004-1b57-4621-8fc3-418ceadd4a06,"“Drama”, ça veut dire…",drama,quoted_root_from_canonical_question,high,pending,
exact_bbe138d0c77d,"“carry une partie”, ça veut dire…",2,e37001d4-44be-4cf3-a2b2-6051d776106a,"“Carry une partie”, ça veut dire…",carry_une_partie,quoted_root_from_canonical_question,high,pending,
exact_c18fc58fd878,"“un compte privé”, c’est…",2,4f032e2b-cc07-4c48-87c5-7923934c80d2,"“Un compte privé”, c’est…",un_compte_prive,quoted_root_from_canonical_question,high,pending,
exact_c4d8acfdbbbd,"que veut dire ""dm"" ?",2,2773a223-46da-496e-b4c5-2e34a9592062,"Que veut dire ""DM"" ?",dm,quoted_root_from_canonical_question,high,pending,
exact_c80d3c7c55d9,"“poster”, ça veut dire…",2,9787229c-3c5f-45b9-b7ca-ef6735004185,"“Poster”, ça veut dire…",poster,quoted_root_from_canonical_question,high,pending,
exact_cbc285d7eb04,"“situationship”, ça veut dire…",2,cf40373f-e968-43e4-b1d8-89923b54e1fd,"“Situationship”, ça veut dire…",situationship,quoted_root_from_canonical_question,high,pending,
exact_cc9580a59f9d,"“salty”, ça veut dire…",2,e2cfc234-68cd-4f35-aa1c-f9eafe637936,"“Salty”, ça veut dire…",salty,quoted_root_from_canonical_question,high,pending,
exact_ce6542db050c,"“un buzz”, c’est…",2,29510230-56c2-41b7-81af-900766761267,"“Un buzz”, c’est…",un_buzz,quoted_root_from_canonical_question,high,pending,
exact_cec61c0eb007,"“lit”, ça veut dire…",2,55f6b0f6-e9a7-480b-a640-7b055e6c3243,"“Lit”, ça veut dire…",lit,quoted_root_from_canonical_question,high,pending,
exact_cf91e658e1cd,"“spawn”, ça veut dire…",2,2f564d0d-d8b1-4532-95fd-51acbaee7c61,"“Spawn”, ça veut dire…",spawn,quoted_root_from_canonical_question,high,pending,
exact_d09e56f9508e,qu'est-ce que chatgpt ?,3,be37ba4f-c1f9-4da3-a9a2-a2ed4a1f4e05,Qu'est-ce que ChatGPT ?,quest_ce_que_chatgpt,normalized_duplicate_group_key,medium,pending,
exact_d29741bd62c3,"“un bail”, dans le langage courant, c’est…",2,cd55919d-8510-4348-8339-98941c4e378b,"“Un bail”, dans le langage courant, c’est…",un_bail,quoted_root_from_canonical_question,high,pending,
exact_db2abcbcc51d,"“un nerf”, c’est…",2,5f982b9c-5837-4209-8645-84f1ec6acd77,"“Un nerf”, c’est…",un_nerf,quoted_root_from_canonical_question,high,pending,
exact_e1f0c6ad903e,"“un thread”, c’est…",2,ceb81392-69d4-47ef-b16b-0250fe5861b2,"“Un thread”, c’est…",un_thread,quoted_root_from_canonical_question,high,pending,
exact_e54767437323,"“une story”, c’est…",2,68205d1e-12be-459c-a9bd-74c4773962bb,"“Une story”, c’est…",une_story,quoted_root_from_canonical_question,high,pending,
exact_e57bea09205a,"“muter quelqu’un”, ça veut dire…",2,2723ff7b-b2f0-4658-97ca-312f20a1ed2f,"“Muter quelqu’un”, ça veut dire…",muter_quelquun,quoted_root_from_canonical_question,high,pending,
exact_e79a4adcef20,"“un inside joke”, c’est…",2,60f534aa-5adb-431f-9fb3-a6af6047cbdc,"“Un inside joke”, c’est…",un_inside_joke,quoted_root_from_canonical_question,high,pending,
exact_e8728660a5e9,"“un viewer”, c’est…",2,6a4ca434-8fe1-4337-b3b6-109eb4ebcc27,"“Un viewer”, c’est…",un_viewer,quoted_root_from_canonical_question,high,pending,
exact_e8d1d8dec933,"qu'est-ce qu'un ""influenceur"" ?",3,a1a1f9cd-918b-4c19-ab28-2e7e334726b2,"Qu'est-ce qu'un ""influenceur"" ?",influenceur,quoted_root_from_canonical_question,high,pending,
exact_e8f14af61968,"“seen”, dans une conversation, ça veut dire…",2,0258f3e1-41b6-4e9c-bedc-077d5fbe7825,"“Seen”, dans une conversation, ça veut dire…",seen,quoted_root_from_canonical_question,high,pending,
exact_e9459f5e7919,discord est principalement utilisé pour...,2,12b15800-b7cb-46d2-9518-d4d3edf4be30,Discord est principalement utilisé pour...,discord_est_principalement_utilise_pour,normalized_duplicate_group_key,medium,pending,
exact_ed673c373968,"“block quelqu’un”, ça veut dire…",2,2abe751b-7db0-4e22-b4bb-92fd2096e48b,"“Block quelqu’un”, ça veut dire…",block_quelquun,quoted_root_from_canonical_question,high,pending,
exact_f2bf1fd0804d,"“spammer”, ça veut dire…",2,732bc817-5451-493c-b503-f445226ce4b1,"“Spammer”, ça veut dire…",spammer,quoted_root_from_canonical_question,high,pending,
exact_f749eee1ff81,"“un feed”, c’est…",2,ef8318d4-5c48-471b-a838-8bfad7f3b22f,"“Un feed”, c’est…",un_feed,quoted_root_from_canonical_question,high,pending,
