duplicate_group_id,normalized_question_key,group_size,question_id,recommended_keep,status,is_active,theme,difficulty,question_preview,concept_key_suggested,suggestion_reason,suggestion_confidence,review_status,reviewer_notes
exact_0c2693559b74,"“un fail”, c’est…",2,7ce0eacd-f586-4ce4-a478-be856a579172,yes,live,true,culture_pop,facile,"“Un fail”, c’est…",un_fail,quoted_root_from_canonical_question,high,pending,
exact_0c2693559b74,"“un fail”, c’est…",2,7f716b69-5755-4499-a8d0-460885a45784,no,archived,false,culture_pop,facile,"“Un fail”, c’est…",un_fail,quoted_root_from_canonical_question,high,pending,
exact_0edbf2ec5b3a,"qu'est-ce qu'un ""deepfake"" ?",2,4e07322b-6366-4531-95d7-09a0d5d85c83,yes,archived,false,reseaux_sociaux,difficile,"Qu'est-ce qu'un ""deepfake"" ?",deepfake,quoted_root_from_canonical_question,high,pending,
exact_0edbf2ec5b3a,"qu'est-ce qu'un ""deepfake"" ?",2,3ac8e93e-d741-4c8e-8d2e-7c11b838873f,no,archived,false,tech,difficile,"Qu'est-ce qu'un ""deepfake"" ?",deepfake,quoted_root_from_canonical_question,high,pending,
exact_0f3c94756c11,"“texting”, ça veut dire…",2,223ad5ae-5148-4066-90c0-9ed52bf80083,yes,live,true,culture_pop,facile,"“Texting”, ça veut dire…",texting,quoted_root_from_canonical_question,high,pending,
exact_0f3c94756c11,"“texting”, ça veut dire…",2,23d3438d-e8e4-4f32-9676-f5ab6d1976fc,no,archived,false,culture_pop,facile,"“Texting”, ça veut dire…",texting,quoted_root_from_canonical_question,high,pending,
exact_11bd5b30b813,"“un compte vérifié”, c’est…",2,bee59c3e-8ef6-4c34-89c3-c6ce7801f9f3,yes,live,true,reseaux_sociaux,facile,"“Un compte vérifié”, c’est…",un_compte_verifie,quoted_root_from_canonical_question,high,pending,
exact_11bd5b30b813,"“un compte vérifié”, c’est…",2,882b1af2-61a2-4ba7-be57-bbd2050cd092,no,archived,false,reseaux_sociaux,facile,"“Un compte vérifié”, c’est…",un_compte_verifie,quoted_root_from_canonical_question,high,pending,
exact_130a1d2b71e5,"“triggered”, ça veut dire…",2,88036ce7-a2fd-429d-836c-8256a12f5387,yes,live,true,culture_pop,moyen,"“Triggered”, ça veut dire…",triggered,quoted_root_from_canonical_question,high,pending,
exact_130a1d2b71e5,"“triggered”, ça veut dire…",2,c9cfdd7b-c02e-4477-9b5d-4baa7de7bd4b,no,archived,false,culture_pop,moyen,"“Triggered”, ça veut dire…",triggered,quoted_root_from_canonical_question,high,pending,
exact_1320e7cf671b,"“flex”, ça veut dire…",2,023882fa-4f05-4c02-81af-0891403be434,yes,live,true,vocabulaire,moyen,"“Flex”, ça veut dire…",flex,quoted_root_from_canonical_question,high,pending,
exact_1320e7cf671b,"“flex”, ça veut dire…",2,39b8869a-b716-474b-afe3-493181562886,no,archived,false,vocabulaire,moyen,"“Flex”, ça veut dire…",flex,quoted_root_from_canonical_question,high,pending,
exact_15a6adadd129,"“pov”, ça veut dire…",2,06edab68-0d17-43e1-8692-071cd47eb7b7,yes,live,true,culture_pop,moyen,"“POV”, ça veut dire…",pov,quoted_root_from_canonical_question,high,pending,
exact_15a6adadd129,"“pov”, ça veut dire…",2,11493979-3600-47e0-9d8c-bca795bf6883,no,archived,false,culture_pop,moyen,"“POV”, ça veut dire…",pov,quoted_root_from_canonical_question,high,pending,
exact_1678a7abdb42,"“un ping”, c’est…",2,3a25f0e3-f836-4059-a152-d7be91ae9e78,yes,live,true,culture_pop,moyen,"“Un ping”, c’est…",un_ping,quoted_root_from_canonical_question,high,pending,
exact_1678a7abdb42,"“un ping”, c’est…",2,02314edb-17d6-4ce9-b8d4-06d3b2d31cef,no,archived,false,culture_pop,moyen,"“Un ping”, c’est…",un_ping,quoted_root_from_canonical_question,high,pending,
exact_17ae5993aa0c,"“un remix”, c’est…",2,c0625aa6-1162-4b35-abee-da2483e87241,yes,live,true,culture_pop,facile,"“Un remix”, c’est…",un_remix,quoted_root_from_canonical_question,high,pending,
exact_17ae5993aa0c,"“un remix”, c’est…",2,d2e36408-6d28-4e3d-bf93-3087226b5032,no,archived,false,culture_pop,facile,"“Un remix”, c’est…",un_remix,quoted_root_from_canonical_question,high,pending,
exact_1846ebdcc72c,"que veut dire ""vpn"" ?",2,c8f8b49f-3310-4e07-8ba6-6008f0ba9139,yes,archived,false,tech,difficile,"Que veut dire ""VPN"" ?",vpn,quoted_root_from_canonical_question,high,pending,
exact_1846ebdcc72c,"que veut dire ""vpn"" ?",2,c30ca469-4b6f-44e1-8f8e-d1b7fcbebafa,no,archived,false,tech,difficile,"Que veut dire ""VPN"" ?",vpn,quoted_root_from_canonical_question,high,pending,
exact_1879aa61ba16,"“clutch”, ça veut dire…",2,28e32e91-0f5c-43ed-a935-99065c611090,yes,live,true,culture_pop,moyen,"“Clutch”, ça veut dire…",clutch,quoted_root_from_canonical_question,high,pending,
exact_1879aa61ba16,"“clutch”, ça veut dire…",2,c507662c-d78e-4f9f-931f-817a8d048172,no,archived,false,culture_pop,moyen,"“Clutch”, ça veut dire…",clutch,quoted_root_from_canonical_question,high,pending,
exact_18d3a985d2a6,"que sont les ""reels"" sur instagram ?",2,4999ffd7-cc4c-46eb-8cf0-510f4315e1b1,yes,archived,false,reseaux_sociaux,moyen,"Que sont les ""Reels"" sur Instagram ?",reels,quoted_root_from_canonical_question,high,pending,
exact_18d3a985d2a6,"que sont les ""reels"" sur instagram ?",2,01694b11-7604-4b75-a39a-462a6d035794,no,archived,false,reseaux_sociaux,difficile,"Que sont les ""reels"" sur Instagram ?",reels,quoted_root_from_canonical_question,high,pending,
exact_191fb37ce63b,"que veut dire ""askip"" ?",2,75f43e7f-1705-44a3-b890-9f78e60b9211,yes,archived,false,vocabulaire,moyen,"Que veut dire ""askip"" ?",askip,quoted_root_from_canonical_question,high,pending,
exact_191fb37ce63b,"que veut dire ""askip"" ?",2,6e46bfbb-7158-474d-87e6-470e3efc9f67,no,archived,false,vocabulaire,facile,"Que veut dire ""askip"" ?",askip,quoted_root_from_canonical_question,high,pending,
exact_1a132bb2d4d0,"“un reaction”, c’est…",2,2e9fbff2-b362-4400-b728-95122cd5790b,yes,live,true,culture_pop,facile,"“Un reaction”, c’est…",un_reaction,quoted_root_from_canonical_question,high,pending,
exact_1a132bb2d4d0,"“un reaction”, c’est…",2,b82a4fd5-5aae-4f94-9382-cf6811714a15,no,archived,false,culture_pop,facile,"“Un reaction”, c’est…",un_reaction,quoted_root_from_canonical_question,high,pending,
exact_1a83bd9ed883,"que veut dire ""wesh"" ?",3,f07dfa67-766c-4898-9cf5-be095bd6d2e0,yes,archived,false,vocabulaire,facile,"Que veut dire ""wesh"" ?",wesh,quoted_root_from_canonical_question,high,pending,
exact_1a83bd9ed883,"que veut dire ""wesh"" ?",3,9929f190-6288-41c3-9249-f48296bcd8a8,no,archived,false,vocabulaire,facile,"Que veut dire ""wesh"" ?",wesh,quoted_root_from_canonical_question,high,pending,
exact_1a83bd9ed883,"que veut dire ""wesh"" ?",3,e9bd5a20-87b3-4e1d-aebc-3063418b8fa4,no,archived,false,vocabulaire,moyen,"Que veut dire ""wesh"" ?",wesh,quoted_root_from_canonical_question,high,pending,
exact_1f37c5b6709f,"“contenu sponsorisé”, ça veut dire…",2,191559b5-9b40-441b-9b0f-41470d805448,yes,live,true,reseaux_sociaux,facile,"“Contenu sponsorisé”, ça veut dire…",contenu_sponsorise,quoted_root_from_canonical_question,high,pending,
exact_1f37c5b6709f,"“contenu sponsorisé”, ça veut dire…",2,5f081042-cc27-44e0-9db0-eec4bae557bb,no,archived,false,reseaux_sociaux,facile,"“Contenu sponsorisé”, ça veut dire…",contenu_sponsorise,quoted_root_from_canonical_question,high,pending,
exact_20de7d8ad26c,"“simp”, ça veut dire…",2,8313de64-93d0-43e6-8630-e2169721be19,yes,live,true,culture_pop,difficile,"“Simp”, ça veut dire…",simp,quoted_root_from_canonical_question,high,pending,
exact_20de7d8ad26c,"“simp”, ça veut dire…",2,cd48d070-da41-4d0f-9175-97146b3874b5,no,archived,false,culture_pop,difficile,"“Simp”, ça veut dire…",simp,quoted_root_from_canonical_question,high,pending,
exact_2250d1df3605,"qu'est-ce qu'un ""qr code"" ?",2,0128d6e2-48b7-4125-96c5-46ff6aef2b23,yes,archived,false,tech,moyen,"Qu'est-ce qu'un ""QR code"" ?",qr_code,quoted_root_from_canonical_question,high,pending,
exact_2250d1df3605,"qu'est-ce qu'un ""qr code"" ?",2,404ffbf7-9262-44f6-8784-477be3cae3ed,no,archived,false,tech,facile,"Qu'est-ce qu'un ""QR code"" ?",qr_code,quoted_root_from_canonical_question,high,pending,
exact_2277573d0a07,"“meta”, dans un jeu, c’est…",2,2f0980e2-1286-41d5-b41b-ad36b13c26d2,yes,live,true,culture_pop,moyen,"“Meta”, dans un jeu, c’est…",meta,quoted_root_from_canonical_question,high,pending,
exact_2277573d0a07,"“meta”, dans un jeu, c’est…",2,3a3fa07a-52d1-48f2-bfb4-cdf384f77627,no,archived,false,culture_pop,moyen,"“Meta”, dans un jeu, c’est…",meta,quoted_root_from_canonical_question,high,pending,
exact_251d50b01d90,"“un challenge”, sur tiktok, c’est…",2,4d2d6587-a46e-436d-80ba-27b7279144a8,yes,live,true,reseaux_sociaux,facile,"“Un challenge”, sur TikTok, c’est…",un_challenge,quoted_root_from_canonical_question,high,pending,
exact_251d50b01d90,"“un challenge”, sur tiktok, c’est…",2,d0d0cb78-96e6-442b-be12-d21eb992b007,no,archived,false,reseaux_sociaux,facile,"“Un challenge”, sur TikTok, c’est…",un_challenge,quoted_root_from_canonical_question,high,pending,
exact_279c2475323d,"“un influenceur”, c’est…",2,190eb2f3-bce9-4df5-8229-acadb5c66091,yes,live,true,reseaux_sociaux,facile,"“Un influenceur”, c’est…",un_influenceur,quoted_root_from_canonical_question,high,pending,
exact_279c2475323d,"“un influenceur”, c’est…",2,04d9e2c9-0bf4-456a-931b-e703a3326cd3,no,archived,false,reseaux_sociaux,facile,"“Un influenceur”, c’est…",un_influenceur,quoted_root_from_canonical_question,high,pending,
exact_2a31b3574af2,"“un album drop”, c’est…",2,973c379d-2b06-4676-be21-01f9498ba962,yes,live,true,culture_pop,moyen,"“Un album drop”, c’est…",un_album_drop,quoted_root_from_canonical_question,high,pending,
exact_2a31b3574af2,"“un album drop”, c’est…",2,5cdde004-cab4-4094-b44a-460e4734741d,no,archived,false,culture_pop,moyen,"“Un album drop”, c’est…",un_album_drop,quoted_root_from_canonical_question,high,pending,
exact_2a8d1fabda1a,que signifie l'expression 'avoir le seum' ?,2,c14bb5f2-47c0-4067-a74e-86011da3b12b,yes,archived,false,vocabulaire,moyen,Que signifie l'expression 'avoir le seum' ?,que_signifie_lexpression_avoir_le_seum,normalized_duplicate_group_key,medium,pending,
exact_2a8d1fabda1a,que signifie l'expression 'avoir le seum' ?,2,1bb671b1-0b7e-4474-9128-5594fcde3340,no,archived,false,vocabulaire,facile,Que signifie l'expression 'avoir le seum' ?,que_signifie_lexpression_avoir_le_seum,normalized_duplicate_group_key,medium,pending,
exact_2d4021b2df5a,"que veut dire ""unfollow"" ?",2,cb0e54cb-acd5-4ad1-b05f-515a3e59051a,yes,archived,false,reseaux_sociaux,moyen,"Que veut dire ""unfollow"" ?",unfollow,quoted_root_from_canonical_question,high,pending,
exact_2d4021b2df5a,"que veut dire ""unfollow"" ?",2,403251de-3624-4fdb-ac1f-3a1af46297d4,no,archived,false,reseaux_sociaux,difficile,"Que veut dire ""unfollow"" ?",unfollow,quoted_root_from_canonical_question,high,pending,
exact_2dbcecb6cd8c,"“un tuto”, c’est…",2,70d06ca1-c8c8-4685-8b32-2cf890035cc8,yes,live,true,culture_pop,facile,"“Un tuto”, c’est…",un_tuto,quoted_root_from_canonical_question,high,pending,
exact_2dbcecb6cd8c,"“un tuto”, c’est…",2,f3c43b57-8e46-4a1f-aa5e-2779352e09af,no,archived,false,culture_pop,facile,"“Un tuto”, c’est…",un_tuto,quoted_root_from_canonical_question,high,pending,
exact_345f9a4f883f,"“un hater”, c’est…",2,c7eb9085-9685-4af7-bbd7-5a49a30dadb8,yes,live,true,culture_pop,facile,"“Un hater”, c’est…",un_hater,quoted_root_from_canonical_question,high,pending,
exact_345f9a4f883f,"“un hater”, c’est…",2,77a067b9-df8e-4620-acbe-9f07256fe547,no,archived,false,culture_pop,facile,"“Un hater”, c’est…",un_hater,quoted_root_from_canonical_question,high,pending,
exact_3a1df31a1902,"“ghoster quelqu’un”, ça veut dire…",2,ee012de3-f0ac-43df-b30f-475f42b4f1c9,yes,live,true,culture_pop,moyen,"“Ghoster quelqu’un”, ça veut dire…",ghoster_quelquun,quoted_root_from_canonical_question,high,pending,
exact_3a1df31a1902,"“ghoster quelqu’un”, ça veut dire…",2,e31184ec-c57d-450c-8952-cb4493ba8ead,no,archived,false,culture_pop,moyen,"“Ghoster quelqu’un”, ça veut dire…",ghoster_quelquun,quoted_root_from_canonical_question,high,pending,
exact_3a365e93c5a4,"que veut dire ""bluetooth"" ?",2,75bf07d7-16c5-46ac-8684-2e3ba93c9aa2,yes,archived,false,tech,facile,"Que veut dire ""bluetooth"" ?",bluetooth,quoted_root_from_canonical_question,high,pending,
exact_3a365e93c5a4,"que veut dire ""bluetooth"" ?",2,361f9dcd-e82c-439b-9225-39b8fcb182c6,no,archived,false,tech,moyen,"Que veut dire ""Bluetooth"" ?",bluetooth,quoted_root_from_canonical_question,high,pending,
exact_3ae461bfe361,"“afk”, ça veut dire…",2,37211885-9c58-4fe5-9c94-139c5918aa29,yes,live,true,culture_pop,moyen,"“AFK”, ça veut dire…",afk,quoted_root_from_canonical_question,high,pending,
exact_3ae461bfe361,"“afk”, ça veut dire…",2,ee79ba2c-fa6e-4b38-9f91-7197b1b8002d,no,archived,false,culture_pop,moyen,"“AFK”, ça veut dire…",afk,quoted_root_from_canonical_question,high,pending,
exact_3af3f6ecfcf0,"“side eye”, ça veut dire…",2,69dbfdb6-1fa6-45dd-bc52-04d2924af2bc,yes,live,true,culture_pop,difficile,"“Side eye”, ça veut dire…",side_eye,quoted_root_from_canonical_question,high,pending,
exact_3af3f6ecfcf0,"“side eye”, ça veut dire…",2,75a003fb-4684-47d1-86e3-1682af19ebac,no,archived,false,culture_pop,difficile,"“Side eye”, ça veut dire…",side_eye,quoted_root_from_canonical_question,high,pending,
exact_3c3758e04d97,"que veut dire ""oklm"" ?",2,635d8542-0f9f-4a2d-b5d1-8570246e763b,yes,archived,false,vocabulaire,facile,"Que veut dire ""OKLM"" ?",oklm,quoted_root_from_canonical_question,high,pending,
exact_3c3758e04d97,"que veut dire ""oklm"" ?",2,3fcfec25-e3b8-4492-95c8-831ee724070d,no,archived,false,vocabulaire,moyen,"Que veut dire ""OKLM"" ?",oklm,quoted_root_from_canonical_question,high,pending,
exact_3d2b6518ecd6,"“c’est validé”, ça veut dire…",2,80a20c26-6399-401f-9be4-707408886d0a,yes,live,true,vocabulaire,facile,"“C’est validé”, ça veut dire…",cest_valide,quoted_root_from_canonical_question,high,pending,
exact_3d2b6518ecd6,"“c’est validé”, ça veut dire…",2,de52cfc7-d759-4142-8d8e-bc449cad5c2c,no,archived,false,vocabulaire,facile,"“C’est validé”, ça veut dire…",cest_valide,quoted_root_from_canonical_question,high,pending,
exact_3f8df1569399,"qu'est-ce qu'un ""manga"" ?",2,3c8d068c-d1ca-474a-a1b5-d499d0abefd6,yes,archived,false,culture_pop,moyen,"Qu'est-ce qu'un ""manga"" ?",manga,quoted_root_from_canonical_question,high,pending,
exact_3f8df1569399,"qu'est-ce qu'un ""manga"" ?",2,e387b0c7-1e60-4d7a-bfb1-e2f543a6f8bd,no,archived,false,culture_pop,difficile,"Qu'est-ce qu'un ""manga"" ?",manga,quoted_root_from_canonical_question,high,pending,
exact_4228b39ed57b,"“un son”, ça veut dire…",2,4081961e-a233-47b0-abcf-24e76f0c7393,yes,live,true,culture_pop,facile,"“Un son”, ça veut dire…",un_son,quoted_root_from_canonical_question,high,pending,
exact_4228b39ed57b,"“un son”, ça veut dire…",2,5ae22eb6-a7c9-4a80-be9a-f1a30afe9b0c,no,archived,false,culture_pop,facile,"“Un son”, ça veut dire…",un_son,quoted_root_from_canonical_question,high,pending,
exact_437f67429b86,"“cursed”, ça veut dire…",2,fce2fd7f-5f9f-4c64-9842-0ac9afa12aa3,yes,live,true,culture_pop,difficile,"“Cursed”, ça veut dire…",cursed,quoted_root_from_canonical_question,high,pending,
exact_437f67429b86,"“cursed”, ça veut dire…",2,f82d8a81-19ab-4309-af00-c9e6d9acd74c,no,archived,false,culture_pop,difficile,"“Cursed”, ça veut dire…",cursed,quoted_root_from_canonical_question,high,pending,
exact_44ab23f02b91,"“un banger”, c’est…",2,8deec39a-f3cf-4ef7-85ae-6d80de8c1999,yes,live,true,culture_pop,moyen,"“Un banger”, c’est…",un_banger,quoted_root_from_canonical_question,high,pending,
exact_44ab23f02b91,"“un banger”, c’est…",2,5fe47003-cae8-4d6f-a09d-94589f1dc599,no,archived,false,culture_pop,moyen,"“Un banger”, c’est…",un_banger,quoted_root_from_canonical_question,high,pending,
exact_45274a052b1b,"“low-key”, ça veut dire…",2,7b718039-8bf4-4d7a-b7b6-76440ae581c9,yes,live,true,vocabulaire,moyen,"“Low-key”, ça veut dire…",low_key,quoted_root_from_canonical_question,high,pending,
exact_45274a052b1b,"“low-key”, ça veut dire…",2,e48aa748-65f6-4372-a593-7514692b54fa,no,archived,false,vocabulaire,moyen,"“Low-key”, ça veut dire…",low_key,quoted_root_from_canonical_question,high,pending,
exact_45ff7448c3aa,"“un meme mort”, c’est…",2,9c22bc71-085d-47c8-80a8-2f7c5f928035,yes,live,true,culture_pop,moyen,"“Un meme mort”, c’est…",un_meme_mort,quoted_root_from_canonical_question,high,pending,
exact_45ff7448c3aa,"“un meme mort”, c’est…",2,d18b2258-7325-4d2d-bd57-761c498532a1,no,archived,false,culture_pop,moyen,"“Un meme mort”, c’est…",un_meme_mort,quoted_root_from_canonical_question,high,pending,
exact_47c898134e37,"“boujee”, ça veut dire…",2,16e1a672-2f63-49b6-a0b4-fbd0aacfe1c6,yes,live,true,vocabulaire,difficile,"“Boujee”, ça veut dire…",boujee,quoted_root_from_canonical_question,high,pending,
exact_47c898134e37,"“boujee”, ça veut dire…",2,af656d7a-fd0d-419b-8028-26aa420f1c0e,no,archived,false,vocabulaire,difficile,"“Boujee”, ça veut dire…",boujee,quoted_root_from_canonical_question,high,pending,
exact_4898c581f937,"“sus”, ça veut dire…",2,ff2dea3b-d1d7-4e66-b043-4e05a61c4341,yes,live,true,vocabulaire,difficile,"“Sus”, ça veut dire…",sus,quoted_root_from_canonical_question,high,pending,
exact_4898c581f937,"“sus”, ça veut dire…",2,f497743a-c715-4a34-a8a9-447f421ec62d,no,archived,false,vocabulaire,difficile,"“Sus”, ça veut dire…",sus,quoted_root_from_canonical_question,high,pending,
exact_4cb42ef8b364,"qu'est-ce qu'un ""cookie"" sur internet ?",2,5e0d645d-fef1-4728-8f9a-5b609ed167d0,yes,archived,false,tech,moyen,"Qu'est-ce qu'un ""cookie"" sur Internet ?",cookie,quoted_root_from_canonical_question,high,pending,
exact_4cb42ef8b364,"qu'est-ce qu'un ""cookie"" sur internet ?",2,27de616e-73bb-4b1c-b4a1-11ddbfb5d9b0,no,archived,false,tech,difficile,"Qu'est-ce qu'un ""cookie"" sur internet ?",cookie,quoted_root_from_canonical_question,high,pending,
exact_4ddca2db0f33,"“boss”, dans un jeu, c’est…",2,4f513adf-0c13-4dcd-8d63-0cdef1f79717,yes,live,true,culture_pop,facile,"“Boss”, dans un jeu, c’est…",boss,quoted_root_from_canonical_question,high,pending,
exact_4ddca2db0f33,"“boss”, dans un jeu, c’est…",2,22d55c2a-0dfa-4c2b-a464-a899600481e0,no,archived,false,culture_pop,facile,"“Boss”, dans un jeu, c’est…",boss,quoted_root_from_canonical_question,high,pending,
exact_4f9085529741,"“un drop”, c’est…",2,b397a5a6-2903-4357-ba96-fab096d81f4f,yes,live,true,culture_pop,moyen,"“Un drop”, c’est…",un_drop,quoted_root_from_canonical_question,high,pending,
exact_4f9085529741,"“un drop”, c’est…",2,67aea755-5bcd-4684-bd72-c27523a8f77c,no,archived,false,culture_pop,moyen,"“Un drop”, c’est…",un_drop,quoted_root_from_canonical_question,high,pending,
exact_50cf6362b135,"“scroll”, ça veut dire…",2,9e87cf94-fc89-44df-8c3f-649719e6b8e8,yes,live,true,reseaux_sociaux,facile,"“Scroll”, ça veut dire…",scroll,quoted_root_from_canonical_question,high,pending,
exact_50cf6362b135,"“scroll”, ça veut dire…",2,217125a3-6113-4611-a687-7060553104ff,no,archived,false,reseaux_sociaux,facile,"“Scroll”, ça veut dire…",scroll,quoted_root_from_canonical_question,high,pending,
exact_50f788fc1b89,"“un buff”, c’est…",2,ddca15ca-84ad-4c78-b95e-4ce1ea2df777,yes,live,true,culture_pop,difficile,"“Un buff”, c’est…",un_buff,quoted_root_from_canonical_question,high,pending,
exact_50f788fc1b89,"“un buff”, c’est…",2,5197b130-4864-4f77-91fb-01d879fa6cde,no,archived,false,culture_pop,difficile,"“Un buff”, c’est…",un_buff,quoted_root_from_canonical_question,high,pending,
exact_54e2c8f742a9,"“un hack”, c’est…",2,ecd90772-00dd-40e7-9b8c-986e1b6c4e20,yes,live,true,culture_pop,facile,"“Un hack”, c’est…",un_hack,quoted_root_from_canonical_question,high,pending,
exact_54e2c8f742a9,"“un hack”, c’est…",2,f1a6bd3a-d7e6-47fb-ac29-07c8bec7db12,no,archived,false,culture_pop,facile,"“Un hack”, c’est…",un_hack,quoted_root_from_canonical_question,high,pending,
exact_550b94d9250c,quelle est la particularité de l'application bereal ?,2,d7b928c2-6a95-4a2f-92bf-45a2a1423fc9,yes,archived,false,reseaux_sociaux,moyen,Quelle est la particularité de l'application BeReal ?,quelle_est_la_particularite_de_lapplication_bereal,normalized_duplicate_group_key,medium,pending,
exact_550b94d9250c,quelle est la particularité de l'application bereal ?,2,dfa3d33f-2952-4667-9702-0bd157b90620,no,archived,false,reseaux_sociaux,facile,Quelle est la particularité de l'application BeReal ?,quelle_est_la_particularite_de_lapplication_bereal,normalized_duplicate_group_key,medium,pending,
exact_5533e95139e6,"“un roast”, c’est…",2,73c8fd62-9caf-4433-ba00-6afdc4488ddf,yes,live,true,culture_pop,moyen,"“Un roast”, c’est…",un_roast,quoted_root_from_canonical_question,high,pending,
exact_5533e95139e6,"“un roast”, c’est…",2,71062896-0acd-4a73-8145-75b0f253fcc4,no,archived,false,culture_pop,moyen,"“Un roast”, c’est…",un_roast,quoted_root_from_canonical_question,high,pending,
exact_5858e3b1083f,"que veut dire ""boomer"" ?",2,a41a1dcf-a74d-4744-b8c2-e336c1a4b8c5,yes,archived,false,vocabulaire,moyen,"Que veut dire ""boomer"" ?",boomer,quoted_root_from_canonical_question,high,pending,
exact_5858e3b1083f,"que veut dire ""boomer"" ?",2,902efbab-ec52-47a8-b28b-3f2aee5c827c,no,archived,false,vocabulaire,moyen,"Que veut dire ""boomer"" ?",boomer,quoted_root_from_canonical_question,high,pending,
exact_590b2c2a611d,"“un repost”, c’est…",2,b9d37bd6-9452-4c85-9ee2-6ace3d533459,yes,live,true,reseaux_sociaux,facile,"“Un repost”, c’est…",un_repost,quoted_root_from_canonical_question,high,pending,
exact_590b2c2a611d,"“un repost”, c’est…",2,04a5aa55-e922-4259-9bc1-58ea2b0bbbfa,no,archived,false,reseaux_sociaux,facile,"“Un repost”, c’est…",un_repost,quoted_root_from_canonical_question,high,pending,
exact_594362c5c9ec,"“un spoiler”, c’est…",2,9de4d106-b8e2-4636-9630-e377c23e7188,yes,live,true,culture_pop,facile,"“Un spoiler”, c’est…",un_spoiler,quoted_root_from_canonical_question,high,pending,
exact_594362c5c9ec,"“un spoiler”, c’est…",2,201d22e3-32bf-4c24-85bf-ccc76ea20ef6,no,archived,false,culture_pop,facile,"“Un spoiler”, c’est…",un_spoiler,quoted_root_from_canonical_question,high,pending,
exact_5e456b2a0148,"“friendzone”, ça veut dire…",2,703d600c-7663-4bd7-b2c7-45da6493b944,yes,live,true,culture_pop,moyen,"“Friendzone”, ça veut dire…",friendzone,quoted_root_from_canonical_question,high,pending,
exact_5e456b2a0148,"“friendzone”, ça veut dire…",2,1e544365-ba5a-4c5c-84a5-cf3d47cb7abe,no,archived,false,culture_pop,moyen,"“Friendzone”, ça veut dire…",friendzone,quoted_root_from_canonical_question,high,pending,
